Label,x_a,y_b,z_c
Si1_14_-1_-1_0,-0.18457,-0.18457,0.18457
Si1_15_-1_-1_0,-0.18457,-0.81543,0.81543
Si1_16_-1_-1_0,-0.81543,-0.81543,0.18457
P1_1_-1_-1_0,-0.31676,-0.68324,0.31676
P1_2_-1_-1_0,-0.68324,-0.68324,0.68324
P1_3_-1_-1_0,-0.68324,-0.31676,0.31676
P1_4_-1_-1_0,-0.31676,-0.31676,0.68324
P1_13_-1_-1_0,-0.68324,-0.31676,0.68324
P1_14_-1_-1_0,-0.31676,-0.31676,0.31676
P1_15_-1_-1_0,-0.31676,-0.68324,0.68324
P1_16_-1_-1_0,-0.68324,-0.68324,0.31676
P2_1_-1_-1_0,-0.30895,-1,0.1174
P2_2_-1_-1_0,-0.69105,-1,0.8826
P2_3_-1_-1_0,-0.69105,-1,0.1174
P2_4_-1_-1_0,-0.30895,-1,0.8826
P2_5_-1_-1_0,-0.8826,-0.30895,0
P2_6_-1_-1_0,-0.1174,-0.69105,0
P2_7_-1_-1_0,-0.8826,-0.69105,0
P2_8_-1_-1_0,-0.1174,-0.30895,0
P2_9_-1_-1_0,-1,-0.8826,0.69105
P2_10_-1_-1_0,-1,-0.1174,0.30895
P2_11_-1_-1_0,-1,-0.8826,0.30895
P2_12_-1_-1_0,-1,-0.1174,0.69105
Si2_1_-1_-1_0,-0.5,-0.80933,0.38313
Si2_2_-1_-1_0,-0.5,-0.80933,0.61687
Si2_3_-1_-1_0,-0.5,-0.19067,0.38313
Si2_4_-1_-1_0,-0.5,-0.19067,0.61687
Si2_5_-1_-1_0,-0.61687,-0.5,0.19067
Si2_6_-1_-1_0,-0.38313,-0.5,0.19067
Si2_7_-1_-1_0,-0.61687,-0.5,0.80933
Si2_8_-1_-1_0,-0.38313,-0.5,0.80933
Si2_9_-1_-1_0,-0.80933,-0.61687,0.5
Si2_10_-1_-1_0,-0.80933,-0.38313,0.5
Si2_11_-1_-1_0,-0.19067,-0.61687,0.5
Si2_12_-1_-1_0,-0.19067,-0.38313,0.5
Si3_1_-1_-1_0,-0.5,-1,0.2478
Si3_2_-1_-1_0,-0.5,-1,0.7522
Si3_5_-1_-1_0,-0.7522,-0.5,0
Si3_6_-1_-1_0,-0.2478,-0.5,0
Si3_9_-1_-1_0,-1,-0.7522,0.5
Si3_10_-1_-1_0,-1,-0.2478,0.5
Te1_1_0_-1_0,0.5,-0.73945,0
Te1_3_0_-1_0,0.5,-0.26055,0
Te1_5_0_-1_0,0,-0.5,0.26055
Te1_7_0_-1_0,0,-0.5,0.73945
Te1_9_0_-1_0,0.26055,-1,0.5
Te1_11_0_-1_0,0.73945,-1,0.5
Br2_1_0_-1_0,0.5,-0.5,0.5
Br3_1_0_-1_0,0,-1,0
Si1_1_0_-1_0,0.81543,-0.81543,0.18457
Si1_2_0_-1_0,0.18457,-0.81543,0.81543
Si1_3_0_-1_0,0.18457,-0.18457,0.18457
Si1_4_0_-1_0,0.81543,-0.18457,0.81543
Si1_13_0_-1_0,0.18457,-0.18457,0.81543
Si1_14_0_-1_0,0.81543,-0.18457,0.18457
Si1_15_0_-1_0,0.81543,-0.81543,0.81543
Si1_16_0_-1_0,0.18457,-0.81543,0.18457
P1_1_0_-1_0,0.68324,-0.68324,0.31676
P1_2_0_-1_0,0.31676,-0.68324,0.68324
P1_3_0_-1_0,0.31676,-0.31676,0.31676
P1_4_0_-1_0,0.68324,-0.31676,0.68324
P1_13_0_-1_0,0.31676,-0.31676,0.68324
P1_14_0_-1_0,0.68324,-0.31676,0.31676
P1_15_0_-1_0,0.68324,-0.68324,0.68324
P1_16_0_-1_0,0.31676,-0.68324,0.31676
P2_1_0_-1_0,0.69105,-1,0.1174
P2_2_0_-1_0,0.30895,-1,0.8826
P2_3_0_-1_0,0.30895,-1,0.1174
P2_4_0_-1_0,0.69105,-1,0.8826
P2_5_0_-1_0,0.1174,-0.30895,0
P2_6_0_-1_0,0.8826,-0.69105,0
P2_7_0_-1_0,0.1174,-0.69105,0
P2_8_0_-1_0,0.8826,-0.30895,0
P2_9_0_-1_0,0,-0.8826,0.69105
P2_10_0_-1_0,0,-0.1174,0.30895
P2_11_0_-1_0,0,-0.8826,0.30895
P2_12_0_-1_0,0,-0.1174,0.69105
Si2_1_0_-1_0,0.5,-0.80933,0.38313
Si2_2_0_-1_0,0.5,-0.80933,0.61687
Si2_3_0_-1_0,0.5,-0.19067,0.38313
Si2_4_0_-1_0,0.5,-0.19067,0.61687
Si2_5_0_-1_0,0.38313,-0.5,0.19067
Si2_6_0_-1_0,0.61687,-0.5,0.19067
Si2_7_0_-1_0,0.38313,-0.5,0.80933
Si2_8_0_-1_0,0.61687,-0.5,0.80933
Si2_9_0_-1_0,0.19067,-0.61687,0.5
Si2_10_0_-1_0,0.19067,-0.38313,0.5
Si2_11_0_-1_0,0.80933,-0.61687,0.5
Si2_12_0_-1_0,0.80933,-0.38313,0.5
Si3_1_0_-1_0,0.5,-1,0.2478
Si3_2_0_-1_0,0.5,-1,0.7522
Si3_5_0_-1_0,0.2478,-0.5,0
Si3_6_0_-1_0,0.7522,-0.5,0
Si3_9_0_-1_0,0,-0.7522,0.5
Si3_10_0_-1_0,0,-0.2478,0.5
Te1_1_1_-1_0,1.5,-0.73945,0
Te1_3_1_-1_0,1.5,-0.26055,0
Te1_5_1_-1_0,1,-0.5,0.26055
Te1_7_1_-1_0,1,-0.5,0.73945
Te1_9_1_-1_0,1.26055,-1,0.5
Te1_11_1_-1_0,1.73945,-1,0.5
Br2_1_1_-1_0,1.5,-0.5,0.5
Br3_1_1_-1_0,1,-1,0
Si1_1_1_-1_0,1.81543,-0.81543,0.18457
Si1_2_1_-1_0,1.18457,-0.81543,0.81543
Si1_3_1_-1_0,1.18457,-0.18457,0.18457
Si1_4_1_-1_0,1.81543,-0.18457,0.81543
Si1_13_1_-1_0,1.18457,-0.18457,0.81543
Si1_14_1_-1_0,1.81543,-0.18457,0.18457
Si1_15_1_-1_0,1.81543,-0.81543,0.81543
Si1_16_1_-1_0,1.18457,-0.81543,0.18457
P1_1_1_-1_0,1.68324,-0.68324,0.31676
P1_2_1_-1_0,1.31676,-0.68324,0.68324
P1_3_1_-1_0,1.31676,-0.31676,0.31676
P1_4_1_-1_0,1.68324,-0.31676,0.68324
P1_13_1_-1_0,1.31676,-0.31676,0.68324
P1_14_1_-1_0,1.68324,-0.31676,0.31676
P1_15_1_-1_0,1.68324,-0.68324,0.68324
P1_16_1_-1_0,1.31676,-0.68324,0.31676
P2_1_1_-1_0,1.69105,-1,0.1174
P2_2_1_-1_0,1.30895,-1,0.8826
P2_3_1_-1_0,1.30895,-1,0.1174
P2_4_1_-1_0,1.69105,-1,0.8826
P2_5_1_-1_0,1.1174,-0.30895,0
P2_6_1_-1_0,1.8826,-0.69105,0
P2_7_1_-1_0,1.1174,-0.69105,0
P2_8_1_-1_0,1.8826,-0.30895,0
P2_9_1_-1_0,1,-0.8826,0.69105
P2_10_1_-1_0,1,-0.1174,0.30895
P2_11_1_-1_0,1,-0.8826,0.30895
P2_12_1_-1_0,1,-0.1174,0.69105
Si2_1_1_-1_0,1.5,-0.80933,0.38313
Si2_2_1_-1_0,1.5,-0.80933,0.61687
Si2_3_1_-1_0,1.5,-0.19067,0.38313
Si2_4_1_-1_0,1.5,-0.19067,0.61687
Si2_5_1_-1_0,1.38313,-0.5,0.19067
Si2_6_1_-1_0,1.61687,-0.5,0.19067
Si2_7_1_-1_0,1.38313,-0.5,0.80933
Si2_8_1_-1_0,1.61687,-0.5,0.80933
Si2_9_1_-1_0,1.19067,-0.61687,0.5
Si2_10_1_-1_0,1.19067,-0.38313,0.5
Si2_11_1_-1_0,1.80933,-0.61687,0.5
Si2_12_1_-1_0,1.80933,-0.38313,0.5
Si3_1_1_-1_0,1.5,-1,0.2478
Si3_2_1_-1_0,1.5,-1,0.7522
Si3_5_1_-1_0,1.2478,-0.5,0
Si3_6_1_-1_0,1.7522,-0.5,0
Si3_9_1_-1_0,1,-0.7522,0.5
Si3_10_1_-1_0,1,-0.2478,0.5
Te1_1_-1_0_0,-0.5,0.26055,0
Te1_3_-1_0_0,-0.5,0.73945,0
Te1_5_-1_0_0,-1,0.5,0.26055
Te1_7_-1_0_0,-1,0.5,0.73945
Te1_9_-1_0_0,-0.73945,0,0.5
Te1_11_-1_0_0,-0.26055,0,0.5
Br2_1_-1_0_0,-0.5,0.5,0.5
Br3_1_-1_0_0,-1,0,0
Si1_1_-1_0_0,-0.18457,0.18457,0.18457
Si1_2_-1_0_0,-0.81543,0.18457,0.81543
Si1_3_-1_0_0,-0.81543,0.81543,0.18457
Si1_4_-1_0_0,-0.18457,0.81543,0.81543
Si1_13_-1_0_0,-0.81543,0.81543,0.81543
Si1_14_-1_0_0,-0.18457,0.81543,0.18457
Si1_15_-1_0_0,-0.18457,0.18457,0.81543
Si1_16_-1_0_0,-0.81543,0.18457,0.18457
P1_1_-1_0_0,-0.31676,0.31676,0.31676
P1_2_-1_0_0,-0.68324,0.31676,0.68324
P1_3_-1_0_0,-0.68324,0.68324,0.31676
P1_4_-1_0_0,-0.31676,0.68324,0.68324
P1_13_-1_0_0,-0.68324,0.68324,0.68324
P1_14_-1_0_0,-0.31676,0.68324,0.31676
P1_15_-1_0_0,-0.31676,0.31676,0.68324
P1_16_-1_0_0,-0.68324,0.31676,0.31676
P2_1_-1_0_0,-0.30895,0,0.1174
P2_2_-1_0_0,-0.69105,0,0.8826
P2_3_-1_0_0,-0.69105,0,0.1174
P2_4_-1_0_0,-0.30895,0,0.8826
P2_5_-1_0_0,-0.8826,0.69105,0
P2_6_-1_0_0,-0.1174,0.30895,0
P2_7_-1_0_0,-0.8826,0.30895,0
P2_8_-1_0_0,-0.1174,0.69105,0
P2_9_-1_0_0,-1,0.1174,0.69105
P2_10_-1_0_0,-1,0.8826,0.30895
P2_11_-1_0_0,-1,0.1174,0.30895
P2_12_-1_0_0,-1,0.8826,0.69105
Si2_1_-1_0_0,-0.5,0.19067,0.38313
Si2_2_-1_0_0,-0.5,0.19067,0.61687
Si2_3_-1_0_0,-0.5,0.80933,0.38313
Si2_4_-1_0_0,-0.5,0.80933,0.61687
Si2_5_-1_0_0,-0.61687,0.5,0.19067
Si2_6_-1_0_0,-0.38313,0.5,0.19067
Si2_7_-1_0_0,-0.61687,0.5,0.80933
Si2_8_-1_0_0,-0.38313,0.5,0.80933
Si2_9_-1_0_0,-0.80933,0.38313,0.5
Si2_10_-1_0_0,-0.80933,0.61687,0.5
Si2_11_-1_0_0,-0.19067,0.38313,0.5
Si2_12_-1_0_0,-0.19067,0.61687,0.5
Si3_1_-1_0_0,-0.5,0,0.2478
Si3_2_-1_0_0,-0.5,0,0.7522
Si3_5_-1_0_0,-0.7522,0.5,0
Si3_6_-1_0_0,-0.2478,0.5,0
Si3_9_-1_0_0,-1,0.2478,0.5
Si3_10_-1_0_0,-1,0.7522,0.5
Te1_1_0_0_0,0.5,0.26055,0
Te1_3_0_0_0,0.5,0.73945,0
Te1_5_0_0_0,0,0.5,0.26055
Te1_7_0_0_0,0,0.5,0.73945
Te1_9_0_0_0,0.26055,0,0.5
Te1_11_0_0_0,0.73945,0,0.5
Br2_1_0_0_0,0.5,0.5,0.5
Br3_1_0_0_0,0,0,0
Si1_1_0_0_0,0.81543,0.18457,0.18457
Si1_2_0_0_0,0.18457,0.18457,0.81543
Si1_3_0_0_0,0.18457,0.81543,0.18457
Si1_4_0_0_0,0.81543,0.81543,0.81543
Si1_13_0_0_0,0.18457,0.81543,0.81543
Si1_14_0_0_0,0.81543,0.81543,0.18457
Si1_15_0_0_0,0.81543,0.18457,0.81543
Si1_16_0_0_0,0.18457,0.18457,0.18457
P1_1_0_0_0,0.68324,0.31676,0.31676
P1_2_0_0_0,0.31676,0.31676,0.68324
P1_3_0_0_0,0.31676,0.68324,0.31676
P1_4_0_0_0,0.68324,0.68324,0.68324
P1_13_0_0_0,0.31676,0.68324,0.68324
P1_14_0_0_0,0.68324,0.68324,0.31676
P1_15_0_0_0,0.68324,0.31676,0.68324
P1_16_0_0_0,0.31676,0.31676,0.31676
P2_1_0_0_0,0.69105,0,0.1174
P2_2_0_0_0,0.30895,0,0.8826
P2_3_0_0_0,0.30895,0,0.1174
P2_4_0_0_0,0.69105,0,0.8826
P2_5_0_0_0,0.1174,0.69105,0
P2_6_0_0_0,0.8826,0.30895,0
P2_7_0_0_0,0.1174,0.30895,0
P2_8_0_0_0,0.8826,0.69105,0
P2_9_0_0_0,0,0.1174,0.69105
P2_10_0_0_0,0,0.8826,0.30895
P2_11_0_0_0,0,0.1174,0.30895
P2_12_0_0_0,0,0.8826,0.69105
Si2_1_0_0_0,0.5,0.19067,0.38313
Si2_2_0_0_0,0.5,0.19067,0.61687
Si2_3_0_0_0,0.5,0.80933,0.38313
Si2_4_0_0_0,0.5,0.80933,0.61687
Si2_5_0_0_0,0.38313,0.5,0.19067
Si2_6_0_0_0,0.61687,0.5,0.19067
Si2_7_0_0_0,0.38313,0.5,0.80933
Si2_8_0_0_0,0.61687,0.5,0.80933
Si2_9_0_0_0,0.19067,0.38313,0.5
Si2_10_0_0_0,0.19067,0.61687,0.5
Si2_11_0_0_0,0.80933,0.38313,0.5
Si2_12_0_0_0,0.80933,0.61687,0.5
Si3_1_0_0_0,0.5,0,0.2478
Si3_2_0_0_0,0.5,0,0.7522
Si3_5_0_0_0,0.2478,0.5,0
Si3_6_0_0_0,0.7522,0.5,0
Si3_9_0_0_0,0,0.2478,0.5
Si3_10_0_0_0,0,0.7522,0.5
Te1_1_1_0_0,1.5,0.26055,0
Te1_3_1_0_0,1.5,0.73945,0
Te1_5_1_0_0,1,0.5,0.26055
Te1_7_1_0_0,1,0.5,0.73945
Te1_9_1_0_0,1.26055,0,0.5
Te1_11_1_0_0,1.73945,0,0.5
Br2_1_1_0_0,1.5,0.5,0.5
Br3_1_1_0_0,1,0,0
Si1_1_1_0_0,1.81543,0.18457,0.18457
Si1_2_1_0_0,1.18457,0.18457,0.81543
Si1_3_1_0_0,1.18457,0.81543,0.18457
Si1_4_1_0_0,1.81543,0.81543,0.81543
Si1_13_1_0_0,1.18457,0.81543,0.81543
Si1_14_1_0_0,1.81543,0.81543,0.18457
Si1_15_1_0_0,1.81543,0.18457,0.81543
Si1_16_1_0_0,1.18457,0.18457,0.18457
P1_1_1_0_0,1.68324,0.31676,0.31676
P1_2_1_0_0,1.31676,0.31676,0.68324
P1_3_1_0_0,1.31676,0.68324,0.31676
P1_4_1_0_0,1.68324,0.68324,0.68324
P1_13_1_0_0,1.31676,0.68324,0.68324
P1_14_1_0_0,1.68324,0.68324,0.31676
P1_15_1_0_0,1.68324,0.31676,0.68324
P1_16_1_0_0,1.31676,0.31676,0.31676
P2_1_1_0_0,1.69105,0,0.1174
P2_2_1_0_0,1.30895,0,0.8826
P2_3_1_0_0,1.30895,0,0.1174
P2_4_1_0_0,1.69105,0,0.8826
P2_5_1_0_0,1.1174,0.69105,0
P2_6_1_0_0,1.8826,0.30895,0
P2_7_1_0_0,1.1174,0.30895,0
P2_8_1_0_0,1.8826,0.69105,0
P2_9_1_0_0,1,0.1174,0.69105
P2_10_1_0_0,1,0.8826,0.30895
P2_11_1_0_0,1,0.1174,0.30895
P2_12_1_0_0,1,0.8826,0.69105
Si2_1_1_0_0,1.5,0.19067,0.38313
Si2_2_1_0_0,1.5,0.19067,0.61687
Si2_3_1_0_0,1.5,0.80933,0.38313
Si2_4_1_0_0,1.5,0.80933,0.61687
Si2_5_1_0_0,1.38313,0.5,0.19067
Si2_6_1_0_0,1.61687,0.5,0.19067
Si2_7_1_0_0,1.38313,0.5,0.80933
Si2_8_1_0_0,1.61687,0.5,0.80933
Si2_9_1_0_0,1.19067,0.38313,0.5
Si2_10_1_0_0,1.19067,0.61687,0.5
Si2_11_1_0_0,1.80933,0.38313,0.5
Si2_12_1_0_0,1.80933,0.61687,0.5
Si3_1_1_0_0,1.5,0,0.2478
Si3_2_1_0_0,1.5,0,0.7522
Si3_5_1_0_0,1.2478,0.5,0
Si3_6_1_0_0,1.7522,0.5,0
Si3_9_1_0_0,1,0.2478,0.5
Si3_10_1_0_0,1,0.7522,0.5
Te1_1_-1_1_0,-0.5,1.26055,0
Te1_3_-1_1_0,-0.5,1.73945,0
Te1_5_-1_1_0,-1,1.5,0.26055
Te1_7_-1_1_0,-1,1.5,0.73945
Te1_9_-1_1_0,-0.73945,1,0.5
Te1_11_-1_1_0,-0.26055,1,0.5
Br2_1_-1_1_0,-0.5,1.5,0.5
Br3_1_-1_1_0,-1,1,0
Si1_1_-1_1_0,-0.18457,1.18457,0.18457
Si1_2_-1_1_0,-0.81543,1.18457,0.81543
Si1_3_-1_1_0,-0.81543,1.81543,0.18457
Si1_4_-1_1_0,-0.18457,1.81543,0.81543
Si1_13_-1_1_0,-0.81543,1.81543,0.81543
Si1_14_-1_1_0,-0.18457,1.81543,0.18457
Si1_15_-1_1_0,-0.18457,1.18457,0.81543
Si1_16_-1_1_0,-0.81543,1.18457,0.18457
P1_1_-1_1_0,-0.31676,1.31676,0.31676
P1_2_-1_1_0,-0.68324,1.31676,0.68324
P1_3_-1_1_0,-0.68324,1.68324,0.31676
P1_4_-1_1_0,-0.31676,1.68324,0.68324
P1_13_-1_1_0,-0.68324,1.68324,0.68324
P1_14_-1_1_0,-0.31676,1.68324,0.31676
P1_15_-1_1_0,-0.31676,1.31676,0.68324
P1_16_-1_1_0,-0.68324,1.31676,0.31676
P2_1_-1_1_0,-0.30895,1,0.1174
P2_2_-1_1_0,-0.69105,1,0.8826
P2_3_-1_1_0,-0.69105,1,0.1174
P2_4_-1_1_0,-0.30895,1,0.8826
P2_5_-1_1_0,-0.8826,1.69105,0
P2_6_-1_1_0,-0.1174,1.30895,0
P2_7_-1_1_0,-0.8826,1.30895,0
P2_8_-1_1_0,-0.1174,1.69105,0
P2_9_-1_1_0,-1,1.1174,0.69105
P2_10_-1_1_0,-1,1.8826,0.30895
P2_11_-1_1_0,-1,1.1174,0.30895
P2_12_-1_1_0,-1,1.8826,0.69105
Si2_1_-1_1_0,-0.5,1.19067,0.38313
Si2_2_-1_1_0,-0.5,1.19067,0.61687
Si2_3_-1_1_0,-0.5,1.80933,0.38313
Si2_4_-1_1_0,-0.5,1.80933,0.61687
Si2_5_-1_1_0,-0.61687,1.5,0.19067
Si2_6_-1_1_0,-0.38313,1.5,0.19067
Si2_7_-1_1_0,-0.61687,1.5,0.80933
Si2_8_-1_1_0,-0.38313,1.5,0.80933
Si2_9_-1_1_0,-0.80933,1.38313,0.5
Si2_10_-1_1_0,-0.80933,1.61687,0.5
Si2_11_-1_1_0,-0.19067,1.38313,0.5
Si2_12_-1_1_0,-0.19067,1.61687,0.5
Si3_1_-1_1_0,-0.5,1,0.2478
Si3_2_-1_1_0,-0.5,1,0.7522
Si3_5_-1_1_0,-0.7522,1.5,0
Si3_6_-1_1_0,-0.2478,1.5,0
Si3_9_-1_1_0,-1,1.2478,0.5
Si3_10_-1_1_0,-1,1.7522,0.5
Te1_1_0_1_0,0.5,1.26055,0
Te1_3_0_1_0,0.5,1.73945,0
Te1_5_0_1_0,0,1.5,0.26055
Te1_7_0_1_0,0,1.5,0.73945
Te1_9_0_1_0,0.26055,1,0.5
Te1_11_0_1_0,0.73945,1,0.5
Br2_1_0_1_0,0.5,1.5,0.5
Br3_1_0_1_0,0,1,0
Si1_1_0_1_0,0.81543,1.18457,0.18457
Si1_2_0_1_0,0.18457,1.18457,0.81543
Si1_3_0_1_0,0.18457,1.81543,0.18457
Si1_4_0_1_0,0.81543,1.81543,0.81543
Si1_13_0_1_0,0.18457,1.81543,0.81543
Si1_14_0_1_0,0.81543,1.81543,0.18457
Si1_15_0_1_0,0.81543,1.18457,0.81543
Si1_16_0_1_0,0.18457,1.18457,0.18457
P1_1_0_1_0,0.68324,1.31676,0.31676
P1_2_0_1_0,0.31676,1.31676,0.68324
P1_3_0_1_0,0.31676,1.68324,0.31676
P1_4_0_1_0,0.68324,1.68324,0.68324
P1_13_0_1_0,0.31676,1.68324,0.68324
P1_14_0_1_0,0.68324,1.68324,0.31676
P1_15_0_1_0,0.68324,1.31676,0.68324
P1_16_0_1_0,0.31676,1.31676,0.31676
P2_1_0_1_0,0.69105,1,0.1174
P2_2_0_1_0,0.30895,1,0.8826
P2_3_0_1_0,0.30895,1,0.1174
P2_4_0_1_0,0.69105,1,0.8826
P2_5_0_1_0,0.1174,1.69105,0
P2_6_0_1_0,0.8826,1.30895,0
P2_7_0_1_0,0.1174,1.30895,0
P2_8_0_1_0,0.8826,1.69105,0
P2_9_0_1_0,0,1.1174,0.69105
P2_10_0_1_0,0,1.8826,0.30895
P2_11_0_1_0,0,1.1174,0.30895
P2_12_0_1_0,0,1.8826,0.69105
Si2_1_0_1_0,0.5,1.19067,0.38313
Si2_2_0_1_0,0.5,1.19067,0.61687
Si2_3_0_1_0,0.5,1.80933,0.38313
Si2_4_0_1_0,0.5,1.80933,0.61687
Si2_5_0_1_0,0.38313,1.5,0.19067
Si2_6_0_1_0,0.61687,1.5,0.19067
Si2_7_0_1_0,0.38313,1.5,0.80933
Si2_8_0_1_0,0.61687,1.5,0.80933
Si2_9_0_1_0,0.19067,1.38313,0.5
Si2_10_0_1_0,0.19067,1.61687,0.5
Si2_11_0_1_0,0.80933,1.38313,0.5
Si2_12_0_1_0,0.80933,1.61687,0.5
Si3_1_0_1_0,0.5,1,0.2478
Si3_2_0_1_0,0.5,1,0.7522
Si3_5_0_1_0,0.2478,1.5,0
Si3_6_0_1_0,0.7522,1.5,0
Si3_9_0_1_0,0,1.2478,0.5
Si3_10_0_1_0,0,1.7522,0.5
Te1_1_1_1_0,1.5,1.26055,0
Te1_3_1_1_0,1.5,1.73945,0
Te1_5_1_1_0,1,1.5,0.26055
Te1_7_1_1_0,1,1.5,0.73945
Te1_9_1_1_0,1.26055,1,0.5
Te1_11_1_1_0,1.73945,1,0.5
Br2_1_1_1_0,1.5,1.5,0.5
Br3_1_1_1_0,1,1,0
Si1_1_1_1_0,1.81543,1.18457,0.18457
Si1_2_1_1_0,1.18457,1.18457,0.81543
Si1_3_1_1_0,1.18457,1.81543,0.18457
Si1_4_1_1_0,1.81543,1.81543,0.81543
Si1_13_1_1_0,1.18457,1.81543,0.81543
Si1_14_1_1_0,1.81543,1.81543,0.18457
Si1_15_1_1_0,1.81543,1.18457,0.81543
Si1_16_1_1_0,1.18457,1.18457,0.18457
P1_1_1_1_0,1.68324,1.31676,0.31676
P1_2_1_1_0,1.31676,1.31676,0.68324
P1_3_1_1_0,1.31676,1.68324,0.31676
P1_4_1_1_0,1.68324,1.68324,0.68324
P1_13_1_1_0,1.31676,1.68324,0.68324
P1_14_1_1_0,1.68324,1.68324,0.31676
P1_15_1_1_0,1.68324,1.31676,0.68324
P1_16_1_1_0,1.31676,1.31676,0.31676
P2_1_1_1_0,1.69105,1,0.1174
P2_2_1_1_0,1.30895,1,0.8826
P2_3_1_1_0,1.30895,1,0.1174
P2_4_1_1_0,1.69105,1,0.8826
P2_5_1_1_0,1.1174,1.69105,0
P2_6_1_1_0,1.8826,1.30895,0
P2_7_1_1_0,1.1174,1.30895,0
P2_8_1_1_0,1.8826,1.69105,0
P2_9_1_1_0,1,1.1174,0.69105
P2_10_1_1_0,1,1.8826,0.30895
P2_11_1_1_0,1,1.1174,0.30895
P2_12_1_1_0,1,1.8826,0.69105
Si2_1_1_1_0,1.5,1.19067,0.38313
Si2_2_1_1_0,1.5,1.19067,0.61687
Si2_3_1_1_0,1.5,1.80933,0.38313
Si2_4_1_1_0,1.5,1.80933,0.61687
Si2_5_1_1_0,1.38313,1.5,0.19067
Si2_6_1_1_0,1.61687,1.5,0.19067
Si2_7_1_1_0,1.38313,1.5,0.80933
Si2_8_1_1_0,1.61687,1.5,0.80933
Si2_9_1_1_0,1.19067,1.38313,0.5
Si2_10_1_1_0,1.19067,1.61687,0.5
Si2_11_1_1_0,1.80933,1.38313,0.5
Si2_12_1_1_0,1.80933,1.61687,0.5
Si3_1_1_1_0,1.5,1,0.2478
Si3_2_1_1_0,1.5,1,0.7522
Si3_5_1_1_0,1.2478,1.5,0
Si3_6_1_1_0,1.7522,1.5,0
Si3_9_1_1_0,1,1.2478,0.5
Si3_10_1_1_0,1,1.7522,0.5
Te1_1_-1_-1_1,-0.5,-0.73945,1
Te1_3_-1_-1_1,-0.5,-0.26055,1
Te1_5_-1_-1_1,-1,-0.5,1.26055
Te1_7_-1_-1_1,-1,-0.5,1.73945
Te1_9_-1_-1_1,-0.73945,-1,1.5
Te1_11_-1_-1_1,-0.26055,-1,1.5
Br2_1_-1_-1_1,-0.5,-0.5,1.5
Br3_1_-1_-1_1,-1,-1,1
Si1_1_-1_-1_1,-0.18457,-0.81543,1.18457
Si1_2_-1_-1_1,-0.81543,-0.81543,1.81543
Si1_3_-1_-1_1,-0.81543,-0.18457,1.18457
Si1_4_-1_-1_1,-0.18457,-0.18457,1.81543
Si1_13_-1_-1_1,-0.81543,-0.18457,1.81543
Si1_14_-1_-1_1,-0.18457,-0.18457,1.18457
Si1_15_-1_-1_1,-0.18457,-0.81543,1.81543
Si1_16_-1_-1_1,-0.81543,-0.81543,1.18457
P1_1_-1_-1_1,-0.31676,-0.68324,1.31676
P1_2_-1_-1_1,-0.68324,-0.68324,1.68324
P1_3_-1_-1_1,-0.68324,-0.31676,1.31676
P1_4_-1_-1_1,-0.31676,-0.31676,1.68324
P1_13_-1_-1_1,-0.68324,-0.31676,1.68324
P1_14_-1_-1_1,-0.31676,-0.31676,1.31676
P1_15_-1_-1_1,-0.31676,-0.68324,1.68324
P1_16_-1_-1_1,-0.68324,-0.68324,1.31676
P2_1_-1_-1_1,-0.30895,-1,1.1174
P2_2_-1_-1_1,-0.69105,-1,1.8826
P2_3_-1_-1_1,-0.69105,-1,1.1174
P2_4_-1_-1_1,-0.30895,-1,1.8826
P2_5_-1_-1_1,-0.8826,-0.30895,1
P2_6_-1_-1_1,-0.1174,-0.69105,1
P2_7_-1_-1_1,-0.8826,-0.69105,1
P2_8_-1_-1_1,-0.1174,-0.30895,1
P2_9_-1_-1_1,-1,-0.8826,1.69105
P2_10_-1_-1_1,-1,-0.1174,1.30895
P2_11_-1_-1_1,-1,-0.8826,1.30895
P2_12_-1_-1_1,-1,-0.1174,1.69105
Si2_1_-1_-1_1,-0.5,-0.80933,1.38313
Si2_2_-1_-1_1,-0.5,-0.80933,1.61687
Si2_3_-1_-1_1,-0.5,-0.19067,1.38313
Si2_4_-1_-1_1,-0.5,-0.19067,1.61687
Si2_5_-1_-1_1,-0.61687,-0.5,1.19067
Si2_6_-1_-1_1,-0.38313,-0.5,1.19067
Si2_7_-1_-1_1,-0.61687,-0.5,1.80933
Si2_8_-1_-1_1,-0.38313,-0.5,1.80933
Si2_9_-1_-1_1,-0.80933,-0.61687,1.5
Si2_10_-1_-1_1,-0.80933,-0.38313,1.5
Si2_11_-1_-1_1,-0.19067,-0.61687,1.5
Si2_12_-1_-1_1,-0.19067,-0.38313,1.5
Si3_1_-1_-1_1,-0.5,-1,1.2478
Si3_2_-1_-1_1,-0.5,-1,1.7522
Si3_5_-1_-1_1,-0.7522,-0.5,1
Si3_6_-1_-1_1,-0.2478,-0.5,1
Si3_9_-1_-1_1,-1,-0.7522,1.5
Si3_10_-1_-1_1,-1,-0.2478,1.5
Te1_1_0_-1_1,0.5,-0.73945,1
Te1_3_0_-1_1,0.5,-0.26055,1
Te1_5_0_-1_1,0,-0.5,1.26055
Te1_7_0_-1_1,0,-0.5,1.73945
Te1_9_0_-1_1,0.26055,-1,1.5
Te1_11_0_-1_1,0.73945,-1,1.5
Br2_1_0_-1_1,0.5,-0.5,1.5
